window_id	hetA	hetB	hetAB	fixed	multiallelic	missing	pi_A	pi_B	d_xy	f_st
chr1_2553600_2585600	0.01463125	0.0140278125	0.0028684375	0.0084778125	0.0	0.0	0.01749969	0.01689625	0.02424156	0.16997273
chr1_2560000_2592000	0.0140978125	0.01441	0.0027096875	0.0089878125	0.0	0.0	0.0168075	0.01711969	0.02459656	0.18366065
chr1_2566400_2598400	0.0140721875	0.0143778125	0.0027365625	0.0093146875	0.0	0.0	0.01680875	0.01711438	0.02490797	0.18978966
chr1_2572800_2604800	0.014370625	0.0154490625	0.0027225	0.010200625	0.0	0.0	0.01709313	0.01817156	0.02647172	0.20042087
chr1_2579200_2611200	0.0142984375	0.0161459375	0.0027325	0.0102490625	0.0	0.0	0.01703094	0.01887844	0.0268375	0.19831158
chr1_2585600_2617600	0.01455	0.016451875	0.002905625	0.0098328125	0.0	0.0	0.01745562	0.0193575	0.02678656	0.18542645
chr1_2592000_2624000	0.014974375	0.0164925	0.003229375	0.0094321875	0.0	0.0	0.01820375	0.01972187	0.02678031	0.17090002
chr1_2598400_2630400	0.0149646875	0.01571875	0.0031840625	0.0090090625	0.0	0.0	0.01814875	0.01890281	0.02594281	0.16679256
chr1_2604800_2636800	0.0147259375	0.0148928125	0.0030753125	0.008880625	0.0	0.0	0.01780125	0.01796813	0.02522766	0.17032173
chr1_2611200_2643200	0.014976875	0.0143146875	0.0029140625	0.0096109375	0.0	0.0	0.01789094	0.01722875	0.02571375	0.1884268
chr1_2617600_2649600	0.0148403125	0.01379625	0.0028771875	0.0098978125	0.0	0.0	0.0177175	0.01667344	0.02565469	0.19741397
chr1_2624000_2656000	0.014505625	0.0139728125	0.0026153125	0.010509375	0.0	0.0	0.01712094	0.01658813	0.02605625	0.21443828
chr1_2630400_2662400	0.01434	0.0146984375	0.00270875	0.010518125	0.0	0.0	0.01704875	0.01740719	0.02639172	0.21008288
chr1_2636800_2668800	0.0144521875	0.0151615625	0.002848125	0.010035	0.0	0.0	0.01730031	0.01800969	0.02626594	0.19605546
chr1_2643200_2675200	0.014775	0.0151059375	0.0029821875	0.009681875	0.0	0.0	0.01775719	0.01808813	0.02611344	0.18600149
chr1_2649600_2681600	0.0149159375	0.015546875	0.0029834375	0.0095646875	0.0	0.0	0.01789938	0.01853031	0.02628781	0.18140412
chr1_2656000_2688000	0.014441875	0.0149109375	0.0028896875	0.008523125	0.0	0.0	0.01733156	0.01780063	0.02464437	0.16769005
chr1_2662400_2694400	0.014739375	0.01499875	0.0030021875	0.0081634375	0.0	0.0	0.01774156	0.01800094	0.02453359	0.15711273
chr1_2668800_2700800	0.0147403125	0.01449125	0.00276125	0.008725625	0.0	0.0	0.01750156	0.0172525	0.02472203	0.17446945
chr1_2675200_2707200	0.0144109375	0.014905625	0.0026928125	0.009051875	0.0	0.0	0.01710375	0.01759844	0.02505656	0.18169986
chr1_2681600_2713600	0.0138675	0.01495375	0.0025825	0.0089628125	0.0	0.0	0.01645	0.01753625	0.02466469	0.18415668
chr1_2688000_2720000	0.01429625	0.0152859375	0.00284625	0.0092509375	0.0	0.0	0.0171425	0.01813219	0.02546516	0.18160928
chr1_2694400_2726400	0.01402875	0.0156165625	0.0028103125	0.0094553125	0.0	0.0	0.01683906	0.01842687	0.02568313	0.18584697
chr1_2700800_2732800	0.014266875	0.01546625	0.00288125	0.00941875	0.0	0.0	0.01714813	0.0183475	0.02572594	0.18351589
chr1_2707200_2739200	0.0145184375	0.0152928125	0.0028778125	0.0095696875	0.0	0.0	0.01739625	0.01817063	0.02591422	0.186069
chr1_2713600_2745600	0.0145090625	0.01538625	0.002785	0.0095640625	0.0	0.0	0.01729406	0.01817125	0.02590422	0.18726284
chr1_2720000_2752000	0.0148	0.0150509375	0.0026153125	0.010228125	0.0	0.0	0.01741531	0.01766625	0.02646125	0.2027286
chr1_2726400_2758400	0.0154971875	0.0148746875	0.0026725	0.01036375	0.0	0.0	0.01816969	0.01754719	0.02688594	0.20175718
chr1_2732800_2764800	0.014956875	0.0151309375	0.00278125	0.0098725	0.0	0.0	0.01773813	0.01791219	0.02630703	0.19219237
chr1_2739200_2771200	0.0150190625	0.0149653125	0.00287375	0.0098246875	0.0	0.0	0.01789281	0.01783906	0.02625375	0.19011502
chr1_2745600_2777600	0.015120625	0.0141803125	0.0028446875	0.010303125	0.0	0.0	0.01796531	0.017025	0.02637594	0.20242907
chr1_2752000_2784000	0.0150928125	0.0145828125	0.002815	0.0098940625	0.0	0.0	0.01790781	0.01739781	0.02613937	0.19379168
chr1_2758400_2790400	0.0145096875	0.01444375	0.0027209375	0.010225	0.0	0.0	0.01723062	0.01716469	0.02606219	0.2049137
chr1_2764800_2796800	0.014771875	0.0151353125	0.0027246875	0.010543125	0.0	0.0	0.01749656	0.01786	0.02685906	0.20613669
chr1_2771200_2803200	0.0148521875	0.0152340625	0.0026615625	0.0105721875	0.0	0.0	0.01751375	0.01789562	0.02694609	0.20697076
chr1_2777600_2809600	0.01504	0.0155053125	0.0027340625	0.0102378125	0.0	0.0	0.01777406	0.01823937	0.0268775	0.19763708
chr1_2784000_2816000	0.014775625	0.0152075	0.0025934375	0.01019	0.0	0.0	0.01736906	0.01780094	0.02647828	0.20182973
chr1_2790400_2822400	0.01533625	0.0150246875	0.002690625	0.00991125	0.0	0.0	0.01802687	0.01771531	0.02643703	0.19332664
chr1_2796800_2828800	0.015515625	0.0146771875	0.0026834375	0.0101278125	0.0	0.0	0.01819906	0.01736062	0.02656594	0.19812708
chr1_2803200_2835200	0.0149334375	0.0145003125	0.00271875	0.0094321875	0.0	0.0	0.01765219	0.01721906	0.02550844	0.18798442
chr1_2809600_2841600	0.014826875	0.01469375	0.0028309375	0.00983625	0.0	0.0	0.01765781	0.01752469	0.02601203	0.19312263
chr1_2816000_2848000	0.014515625	0.0151115625	0.00292875	0.0100884375	0.0	0.0	0.01744438	0.01804031	0.02636641	0.19551821
chr1_2822400_2854400	0.0140009375	0.0152528125	0.002668125	0.010385	0.0	0.0	0.01666906	0.01792094	0.02634594	0.20739562
chr1_2828800_2860800	0.0138309375	0.0152075	0.002683125	0.0099946875	0.0	0.0	0.01651406	0.01789063	0.02585547	0.20096526
chr1_2835200_2867200	0.0139965625	0.015565	0.002775625	0.01023625	0.0	0.0	0.01677219	0.01834062	0.02640484	0.20127808
chr1_2841600_2873600	0.013950625	0.015414375	0.0027921875	0.0095553125	0.0	0.0	0.01674281	0.01820656	0.02563391	0.18927142
chr1_2848000_2880000	0.01461125	0.015111875	0.00278375	0.00967125	0.0	0.0	0.017395	0.01789563	0.02592469	0.19002465
chr1_2854400_2886400	0.0147325	0.0153771875	0.0029334375	0.0095215625	0.0	0.0	0.01766594	0.01831063	0.02604313	0.18293405
chr1_2860800_2892800	0.0150096875	0.01548625	0.0031096875	0.0093546875	0.0	0.0	0.01811938	0.01859594	0.0261575	0.17521761
chr1_2867200_2899200	0.0152315625	0.01511875	0.0029909375	0.0094584375	0.0	0.0	0.0182225	0.01810969	0.02612906	0.17977056
chr1_2873600_2905600	0.0154925	0.0156396875	0.0029309375	0.0105375	0.0	0.0	0.01842344	0.01857063	0.02756906	0.19693497
chr1_2880000_2912000	0.014855625	0.01638875	0.0031925	0.0096709375	0.0	0.0	0.01804813	0.01958125	0.02688938	0.17667332
chr1_2886400_2918400	0.0147171875	0.0157659375	0.003159375	0.0093959375	0.0	0.0	0.01787656	0.01892531	0.02621719	0.17518116
chr1_2892800_2924800	0.0142115625	0.0154021875	0.0028340625	0.00939375	0.0	0.0	0.01704563	0.01823625	0.02561766	0.18439617
chr1_2899200_2931200	0.0140834375	0.01581	0.0030896875	0.009753125	0.0	0.0	0.01717313	0.01889969	0.02624469	0.18536757
chr1_2905600_2937600	0.0137628125	0.015410625	0.003081875	0.0089896875	0.0	0.0	0.01684469	0.0184925	0.02511734	0.17409331
chr1_2912000_2944000	0.0140896875	0.0150084375	0.0029225	0.009518125	0.0	0.0	0.01701219	0.01793094	0.02552844	0.18736916
chr1_2918400_2950400	0.014083125	0.0154153125	0.00282375	0.009619375	0.0	0.0	0.01690688	0.01823906	0.02578047	0.189316
chr1_2924800_2956800	0.0142628125	0.01578375	0.003093125	0.009879375	0.0	0.0	0.01735594	0.01887687	0.02644922	0.18697853
chr1_2931200_2963200	0.0145271875	0.0154134375	0.00284125	0.0102140625	0.0	0.0	0.01736844	0.01825469	0.026605	0.19797648
chr1_2937600_2969600	0.014851875	0.015566875	0.0028359375	0.0108653125	0.0	0.0	0.01768781	0.01840281	0.02749266	0.20746094
chr1_2944000_2976000	0.0147678125	0.01569	0.0028615625	0.011391875	0.0	0.0	0.01762937	0.01855156	0.02805156	0.21587902
chr1_2950400_2982400	0.014915625	0.0159078125	0.0031403125	0.0115071875	0.0	0.0	0.01805594	0.01904812	0.02848906	0.21124149
chr1_2956800_2988800	0.0148875	0.015985	0.00309125	0.011480625	0.0	0.0	0.01797875	0.01907625	0.0284625	0.21142796
chr1_2963200_2995200	0.01500375	0.0163128125	0.0030890625	0.01123375	0.0	0.0	0.01809281	0.01940187	0.02843656	0.20535013
chr1_2969600_3001600	0.01431125	0.0164990625	0.0031840625	0.0102721875	0.0	0.0	0.01749531	0.01968313	0.02726937	0.18928079
chr1_2976000_3008000	0.0142475	0.016378125	0.003201875	0.0096625	0.0	0.0	0.01744937	0.01958	0.02657625	0.1787846
chr1_2982400_3014400	0.014155625	0.0167265625	0.0030928125	0.0093225	0.0	0.0	0.01724844	0.01981938	0.02631	0.17340348
chr1_2988800_3020800	0.0143096875	0.01666	0.0031628125	0.0094775	0.0	0.0	0.0174725	0.01982281	0.02654375	0.17472559
chr1_2995200_3027200	0.0138971875	0.017029375	0.0034478125	0.00913625	0.0	0.0	0.017345	0.02047719	0.02632344	0.16386473
chr1_3001600_3033600	0.0144540625	0.016566875	0.0035596875	0.0093078125	0.0	0.0	0.01801375	0.02012656	0.02659813	0.16484033
chr1_3008000_3040000	0.014321875	0.0171903125	0.003644375	0.0093946875	0.0	0.0	0.01796625	0.02083469	0.02697297	0.1632939
chr1_3014400_3046400	0.0138965625	0.0170171875	0.003659375	0.0091190625	0.0	0.0	0.01755594	0.02067656	0.02640562	0.16012897
chr1_3020800_3052800	0.0135134375	0.016955	0.003650625	0.0084834375	0.0	0.0	0.01716406	0.02060563	0.02554297	0.14986389
chr1_3027200_3059200	0.0133840625	0.016611875	0.00362125	0.00807625	0.0	0.0	0.01700531	0.02023313	0.02488484	0.1440238
chr1_3033600_3065600	0.013665625	0.016746875	0.00355625	0.0082709375	0.0	0.0	0.01722188	0.02030313	0.02525531	0.14750403
chr1_3040000_3072000	0.0141134375	0.01568625	0.0034775	0.0079421875	0.0	0.0	0.01759094	0.01916375	0.02458078	0.14440656
chr1_3046400_3078400	0.014773125	0.0150321875	0.00342875	0.0085528125	0.0	0.0	0.01820187	0.01846094	0.02516984	0.1572009
chr1_3052800_3084800	0.014953125	0.014806875	0.003266875	0.0086840625	0.0	0.0	0.01822	0.01807375	0.0251975	0.16266528
chr1_3059200_3091200	0.015085625	0.015074375	0.003166875	0.00847625	0.0	0.0	0.0182525	0.01824125	0.02513969	0.1588698
chr1_3065600_3097600	0.0146503125	0.014995	0.00296	0.0083990625	0.0	0.0	0.01761031	0.017955	0.02470172	0.1628614
chr1_3072000_3104000	0.013939375	0.0155703125	0.0029940625	0.00874875	0.0	0.0	0.01693344	0.01856438	0.02500062	0.16963251
chr1_3078400_3110400	0.013860625	0.0158578125	0.003095	0.00840375	0.0	0.0	0.01695562	0.01895281	0.02481047	0.16032516
chr1_3084800_3116800	0.0134496875	0.015960625	0.0031534375	0.0083840625	0.0	0.0	0.01660312	0.01911406	0.02466594	0.16008055
chr1_3091200_3123200	0.0135609375	0.0156671875	0.003115	0.0091040625	0.0	0.0	0.01667594	0.01878219	0.02527562	0.17548216
chr1_3097600_3129600	0.0137025	0.015505625	0.003204375	0.009051875	0.0	0.0	0.01690687	0.01871	0.02525812	0.17298075
chr1_3104000_3136000	0.0140796875	0.0151271875	0.0030784375	0.0089853125	0.0	0.0	0.01715812	0.01820562	0.02512797	0.17393431
chr1_3110400_3142400	0.0137178125	0.014996875	0.0028090625	0.0092075	0.0	0.0	0.01652687	0.01780594	0.02496938	0.18518642
chr1_3116800_3148800	0.013956875	0.01585125	0.003024375	0.0094134375	0.0	0.0	0.01698125	0.01887563	0.02582969	0.18056645
chr1_3123200_3155200	0.01410125	0.0156603125	0.0029465625	0.00903875	0.0	0.0	0.01704781	0.01860687	0.02539281	0.17504497
chr1_3129600_3161600	0.014164375	0.0156371875	0.0029659375	0.00894625	0.0	0.0	0.01713031	0.01860312	0.02533	0.17277436
chr1_3136000_3168000	0.0136753125	0.01569625	0.0029484375	0.008335	0.0	0.0	0.01662375	0.01864469	0.024495	0.16285087
chr1_3142400_3174400	0.0135746875	0.01552625	0.0031634375	0.0081353125	0.0	0.0	0.01673812	0.01868969	0.0242675	0.15610709
chr1_3148800_3180800	0.0135215625	0.0152490625	0.003093125	0.0084134375	0.0	0.0	0.01661469	0.01834219	0.02434531	0.1641859
chr1_3155200_3187200	0.0138409375	0.0150596875	0.0032015625	0.008225625	0.0	0.0	0.0170425	0.01826125	0.02427672	0.15800303
chr1_3161600_3193600	0.0135759375	0.0153321875	0.0032571875	0.00814375	0.0	0.0	0.01683313	0.01858938	0.02422641	0.15535331
chr1_3168000_3200000	0.01442125	0.015560625	0.003456875	0.0087771875	0.0	0.0	0.01787813	0.0190175	0.02549656	0.16040153
chr1_3174400_3206400	0.0148875	0.01603125	0.0034046875	0.0091603125	0.0	0.0	0.01829219	0.01943594	0.02632203	0.16505
chr1_3180800_3212800	0.0153065625	0.015355625	0.0033271875	0.0090384375	0.0	0.0	0.01863375	0.01868281	0.02603313	0.16501717
chr1_3187200_3219200	0.01498	0.0155484375	0.0034403125	0.009028125	0.0	0.0	0.01842031	0.01898875	0.0260125	0.163427
chr1_3193600_3225600	0.015135	0.015579375	0.0034321875	0.0094840625	0.0	0.0	0.01856719	0.01901156	0.02655734	0.1713016
chr1_3200000_3232000	0.01488	0.015300625	0.003279375	0.0097046875	0.0	0.0	0.01815938	0.01858	0.02643469	0.18000472
chr1_3206400_3238400	0.0149821875	0.0153740625	0.0034390625	0.0095459375	0.0	0.0	0.01842125	0.01881312	0.02644359	0.17368554
chr1_3212800_3244800	0.0147984375	0.0158640625	0.0034328125	0.009264375	0.0	0.0	0.01823125	0.01929688	0.02631203	0.1674494
chr1_3219200_3251200	0.0153178125	0.0156115625	0.003310625	0.0096509375	0.0	0.0	0.01862844	0.01892219	0.02677094	0.17554956
chr1_3225600_3257600	0.0156634375	0.0157271875	0.003215	0.0099571875	0.0	0.0	0.01887844	0.01894219	0.02726	0.18084531
chr1_3232000_3264000	0.015489375	0.0159171875	0.0031840625	0.009875	0.0	0.0	0.01867344	0.01910125	0.02717031	0.17983905
chr1_3238400_3270400	0.01558875	0.01497875	0.00280625	0.0102528125	0.0	0.0	0.018395	0.017785	0.02693969	0.19653011
chr1_3244800_3276800	0.0154990625	0.014245	0.0027553125	0.0102153125	0.0	0.0	0.01825437	0.01700031	0.026465	0.20043527
chr1_3251200_3283200	0.0148984375	0.014509375	0.00266625	0.0101953125	0.0	0.0	0.01756469	0.01717562	0.02623234	0.20324949
chr1_3257600_3289600	0.0143603125	0.0144621875	0.0027528125	0.0098353125	0.0	0.0	0.01711312	0.017215	0.02562297	0.19769799
chr1_3264000_3296000	0.0143325	0.014553125	0.0029146875	0.009365625	0.0	0.0	0.01724719	0.01746781	0.02526578	0.18553898
chr1_3270400_3302400	0.0143484375	0.014968125	0.0031146875	0.0089503125	0.0	0.0	0.01746312	0.01808281	0.02516594	0.17217428
chr1_3276800_3308800	0.0145453125	0.0154790625	0.0030703125	0.00925	0.0	0.0	0.01761562	0.01854937	0.02579734	0.17581755
chr1_3283200_3315200	0.014154375	0.0159034375	0.003171875	0.0088296875	0.0	0.0	0.01732625	0.01907531	0.02544453	0.16596858
chr1_3289600_3321600	0.0145271875	0.01560125	0.003209375	0.00843125	0.0	0.0	0.01773656	0.01881063	0.02510016	0.1573893
chr1_3296000_3328000	0.014613125	0.0157328125	0.0031853125	0.0086678125	0.0	0.0	0.01779844	0.01891812	0.02543344	0.16156388
chr1_3302400_3334400	0.01416375	0.015865	0.003024375	0.0087428125	0.0	0.0	0.01718812	0.01888937	0.02526938	0.16695793
chr1_3308800_3340800	0.0140653125	0.0155340625	0.0029009375	0.0085034375	0.0	0.0	0.01696625	0.018435	0.02475359	0.16613109
chr1_3315200_3347200	0.0142003125	0.0153853125	0.00288875	0.0087759375	0.0	0.0	0.01708906	0.01827406	0.02501313	0.17172089
chr1_3321600_3353600	0.0139378125	0.015453125	0.0028446875	0.0090471875	0.0	0.0	0.0167825	0.01829781	0.025165	0.17854624
chr1_3328000_3360000	0.0137421875	0.0154346875	0.0028759375	0.0087834375	0.0	0.0	0.01661812	0.01831063	0.02480984	0.17375757
chr1_3334400_3366400	0.013980625	0.0149971875	0.002891875	0.0090721875	0.0	0.0	0.0168725	0.01788906	0.02500703	0.17991611
chr1_3340800_3372800	0.0141175	0.015205625	0.0028975	0.0095590625	0.0	0.0	0.017015	0.01810313	0.02566937	0.18761505
chr1_3347200_3379200	0.014415625	0.0153915625	0.0029346875	0.0094515625	0.0	0.0	0.01735031	0.01832625	0.0258225	0.18286939
chr1_3353600_3385600	0.0142090625	0.0156946875	0.0028215625	0.0095928125	0.0	0.0	0.01703063	0.01851625	0.02595547	0.18710803
chr1_3360000_3392000	0.0142109375	0.0156365625	0.0025896875	0.0101709375	0.0	0.0	0.01680062	0.01822625	0.02638953	0.2021753
chr1_3366400_3398400	0.0141609375	0.01602125	0.002735	0.01005375	0.0	0.0	0.01689594	0.01875625	0.02651234	0.19590779
chr1_3372800_3404800	0.014005625	0.0162325	0.0028815625	0.009758125	0.0	0.0	0.01688719	0.01911406	0.02631797	0.18767168
chr1_3379200_3411200	0.0142884375	0.01613125	0.00281125	0.01022	0.0	0.0	0.01709969	0.0189425	0.02683547	0.19650134
chr1_3385600_3417600	0.0141571875	0.0156296875	0.002843125	0.009728125	0.0	0.0	0.01700031	0.01847281	0.02604313	0.1897357
chr1_3392000_3424000	0.0145928125	0.0150715625	0.0030059375	0.0093509375	0.0	0.0	0.01759875	0.0180775	0.02568609	0.18031261
chr1_3398400_3430400	0.01469625	0.0150146875	0.0027828125	0.0101690625	0.0	0.0	0.01747906	0.0177975	0.02641594	0.19924675
chr1_3404800_3436800	0.0146965625	0.0149815625	0.0028271875	0.0098140625	0.0	0.0	0.01752375	0.01780875	0.02606672	0.19208551
chr1_3411200_3443200	0.0144146875	0.0152825	0.002900625	0.00945	0.0	0.0	0.01731531	0.01818312	0.02574891	0.18390896
chr1_3417600_3449600	0.0148503125	0.01552625	0.003058125	0.01	0.0	0.0	0.01790844	0.01858438	0.02671734	0.18839465
chr1_3424000_3456000	0.01431	0.015595625	0.0029484375	0.0101046875	0.0	0.0	0.01725844	0.01854406	0.02653172	0.19423572
chr1_3430400_3462400	0.0140871875	0.0164609375	0.00329	0.0095553125	0.0	0.0	0.01737719	0.01975094	0.02647438	0.17563473
chr1_3436800_3468800	0.0143290625	0.0165325	0.00339625	0.009840625	0.0	0.0	0.01772531	0.01992875	0.02696953	0.1777972
chr1_3443200_3475200	0.01412625	0.016138125	0.0032503125	0.01027625	0.0	0.0	0.01737656	0.01938844	0.02703359	0.19048513
chr1_3449600_3481600	0.0141196875	0.01649375	0.0032175	0.0102121875	0.0	0.0	0.01733719	0.01971125	0.02712766	0.18845752
chr1_3456000_3488000	0.01406125	0.01654	0.003160625	0.0101371875	0.0	0.0	0.01722188	0.01970062	0.02701812	0.18814838
chr1_3462400_3494400	0.013965	0.0156996875	0.002935	0.0095346875	0.0	0.0	0.0169	0.01863469	0.02583453	0.18501922
chr1_3468800_3500800	0.0137490625	0.015229375	0.0026246875	0.0098859375	0.0	0.0	0.01637375	0.01785406	0.0256875	0.20031106
chr1_3475200_3507200	0.013813125	0.015529375	0.0027009375	0.009435625	0.0	0.0	0.01651406	0.01823031	0.02545734	0.18877527
chr1_3481600_3513600	0.013910625	0.0150375	0.0026696875	0.009165	0.0	0.0	0.01658031	0.01770719	0.02497391	0.18591156
chr1_3488000_3520000	0.0139040625	0.014905	0.002798125	0.008859375	0.0	0.0	0.01670219	0.01770313	0.02466297	0.17819653
chr1_3494400_3526400	0.0138925	0.0147396875	0.002875	0.009131875	0.0	0.0	0.0167675	0.01761469	0.02488547	0.18286604
chr1_3500800_3532800	0.0138375	0.0153709375	0.0031809375	0.0086121875	0.0	0.0	0.01701844	0.01855187	0.02480687	0.16485985
chr1_3507200_3539200	0.0137409375	0.0148665625	0.0030775	0.00905875	0.0	0.0	0.01681844	0.01794406	0.02490125	0.17785136
chr1_3513600_3545600	0.01344125	0.015275625	0.003100625	0.0088396875	0.0	0.0	0.01654188	0.01837625	0.02474844	0.17270329
chr1_3520000_3552000	0.014083125	0.015926875	0.0031140625	0.0092396875	0.0	0.0	0.01719719	0.01904094	0.02580172	0.17492071
chr1_3526400_3558400	0.0142103125	0.0164728125	0.00325875	0.0088959375	0.0	0.0	0.01746906	0.01973156	0.02586687	0.16341401
chr1_3532800_3564800	0.0141396875	0.015418125	0.00307875	0.008789375	0.0	0.0	0.01721844	0.01849687	0.02510766	0.16874088
chr1_3539200_3571200	0.014303125	0.015815625	0.0033128125	0.0083875	0.0	0.0	0.01761594	0.01912844	0.02510328	0.15482501
chr1_3545600_3577600	0.0148303125	0.0154540625	0.00317375	0.0084946875	0.0	0.0	0.01800406	0.01862781	0.02522375	0.1586556
chr1_3552000_3584000	0.0141396875	0.0151040625	0.003100625	0.0083378125	0.0	0.0	0.01724031	0.01820469	0.02451	0.16071746
chr1_3558400_3590400	0.0141946875	0.0149678125	0.0030125	0.00866125	0.0	0.0	0.01720719	0.01798031	0.02474875	0.16897916
chr1_3564800_3596800	0.0141334375	0.015501875	0.00298	0.0089565625	0.0	0.0	0.01711344	0.01848188	0.02526422	0.17339141
chr1_3571200_3603200	0.0141628125	0.0157046875	0.002965625	0.0090284375	0.0	0.0	0.01712844	0.01867031	0.025445	0.17408545
chr1_3577600_3609600	0.0138184375	0.0160965625	0.0031175	0.0093740625	0.0	0.0	0.01693594	0.01921406	0.02589031	0.17776083
chr1_3584000_3616000	0.0142196875	0.015581875	0.003033125	0.0096915625	0.0	0.0	0.01725281	0.018615	0.02610891	0.18561495
chr1_3590400_3622400	0.0141225	0.015934375	0.003058125	0.009590625	0.0	0.0	0.01718062	0.0189925	0.02614813	0.18224543
chr1_3596800_3628800	0.0142490625	0.015793125	0.00310375	0.0092875	0.0	0.0	0.01735281	0.01889688	0.02586047	0.17586836
chr1_3603200_3635200	0.01445875	0.0151253125	0.0028571875	0.00982875	0.0	0.0	0.01731594	0.0179825	0.02604937	0.19222931
chr1_3609600_3641600	0.01485875	0.014771875	0.0028275	0.010466875	0.0	0.0	0.01768625	0.01759938	0.02669594	0.20418086
chr1_3616000_3648000	0.01529625	0.0147984375	0.0028803125	0.0105546875	0.0	0.0	0.01817656	0.01767875	0.02704219	0.20268104
chr1_3622400_3654400	0.0154140625	0.0145946875	0.002724375	0.0109190625	0.0	0.0	0.01813844	0.01731906	0.02728563	0.21230727
chr1_3628800_3660800	0.0155475	0.014668125	0.0028025	0.011063125	0.0	0.0	0.01835	0.01747063	0.02757219	0.21243058
chr1_3635200_3667200	0.0155375	0.0146796875	0.0029478125	0.010560625	0.0	0.0	0.01848531	0.0176275	0.02714313	0.20103581
chr1_3641600_3673600	0.0149340625	0.0150596875	0.003109375	0.00947125	0.0	0.0	0.01804344	0.01816906	0.02602281	0.17939562
chr1_3648000_3680000	0.014441875	0.0149175	0.0030190625	0.0091640625	0.0	0.0	0.01746094	0.01793656	0.02535328	0.17779719
chr1_3654400_3686400	0.01434625	0.0145840625	0.003101875	0.0085659375	0.0	0.0	0.01744812	0.01768594	0.02458203	0.16643313
chr1_3660800_3692800	0.0146353125	0.014285625	0.0031678125	0.008574375	0.0	0.0	0.01780312	0.01745344	0.02461875	0.16546654
chr1_3667200_3699200	0.0140971875	0.0144546875	0.0031759375	0.0083678125	0.0	0.0	0.01727313	0.01763063	0.02423172	0.16265006
chr1_3673600_3705600	0.014444375	0.0145628125	0.0031009375	0.00857125	0.0	0.0	0.01754531	0.01766375	0.02462531	0.16625164
chr1_3680000_3712000	0.01472	0.01531375	0.0033575	0.0085615625	0.0	0.0	0.0180775	0.01867125	0.02525719	0.15774852
chr1_3686400_3718400	0.0147609375	0.01546	0.003501875	0.0088834375	0.0	0.0	0.01826281	0.01896187	0.02574484	0.16079697
chr1_3692800_3724800	0.0144665625	0.016160625	0.00355125	0.0089403125	0.0	0.0	0.01801781	0.01971188	0.02602953	0.15958981
chr1_3699200_3731200	0.0148940625	0.016636875	0.0036090625	0.0090665625	0.0	0.0	0.01850312	0.02024594	0.02663656	0.15783217
chr1_3705600_3737600	0.01438875	0.0161109375	0.00332625	0.00936875	0.0	0.0	0.017715	0.01943719	0.02628172	0.17177888
chr1_3712000_3744000	0.014613125	0.01538625	0.0029871875	0.009321875	0.0	0.0	0.01760031	0.01837344	0.02581516	0.17871966
chr1_3718400_3750400	0.01447125	0.01596	0.00295125	0.008996875	0.0	0.0	0.0174225	0.01891125	0.02568812	0.17150258
chr1_3724800_3756800	0.0142215625	0.0158165625	0.0028428125	0.0087471875	0.0	0.0	0.01706437	0.01865937	0.02518766	0.1701712
chr1_3731200_3763200	0.014455	0.0157625	0.002955	0.0088734375	0.0	0.0	0.01741	0.0187175	0.02545969	0.16993004
chr1_3737600_3769600	0.014986875	0.015885625	0.0030159375	0.0087703125	0.0	0.0	0.01800281	0.01890156	0.02571453	0.16443027
chr1_3744000_3776000	0.01454	0.017084375	0.0036628125	0.008480625	0.0	0.0	0.01820281	0.02074719	0.02612422	0.14581872
chr1_3750400_3782400	0.014306875	0.0165421875	0.0037215625	0.0079978125	0.0	0.0	0.01802844	0.02026375	0.02528313	0.13813059
chr1_3756800_3788800	0.0144203125	0.0159415625	0.0036725	0.007935	0.0	0.0	0.01809281	0.01961406	0.02495219	0.1392231
chr1_3763200_3795200	0.01456375	0.014940625	0.0033796875	0.0086540625	0.0	0.0	0.01794344	0.01832031	0.02509609	0.16110439
chr1_3769600_3801600	0.014706875	0.0151396875	0.003593125	0.0086525	0.0	0.0	0.0183	0.01873281	0.02537234	0.15621169
chr1_3776000_3808000	0.014598125	0.014539375	0.003235	0.0086375	0.0	0.0	0.01783312	0.01777438	0.02482375	0.16468242
chr1_3782400_3814400	0.014875625	0.01471125	0.00306875	0.0095128125	0.0	0.0	0.01794437	0.01778	0.02584062	0.18256117
chr1_3788800_3820800	0.01503375	0.01505375	0.002970625	0.0100296875	0.0	0.0	0.01800437	0.01802437	0.02655875	0.19169356
chr1_3795200_3827200	0.014686875	0.0156590625	0.003219375	0.0091609375	0.0	0.0	0.01790625	0.01887844	0.02594359	0.17031884
chr1_3801600_3833600	0.0142953125	0.0150253125	0.003028125	0.0092315625	0.0	0.0	0.01732344	0.01805344	0.02540594	0.17908368
chr1_3808000_3840000	0.0146228125	0.01433375	0.00271125	0.0103746875	0.0	0.0	0.01733406	0.017045	0.02620859	0.20782144
chr1_3814400_3846400	0.0145678125	0.0148228125	0.003071875	0.009864375	0.0	0.0	0.01763969	0.01789469	0.02609562	0.18987452
chr1_3820800_3852800	0.0143246875	0.0149290625	0.0031534375	0.0095721875	0.0	0.0	0.01747813	0.0180825	0.02577578	0.18356708
chr1_3827200_3859200	0.0140171875	0.014750625	0.003130625	0.009196875	0.0	0.0	0.01714781	0.01788125	0.02514609	0.17889004
