window_id,start,end,span,centre,pi_chi,pi_ros,dxy,fst,sample_cov
chr18_2887950_2909820,2887950,2909820,21870,2898885.0,0.0167255,0.01099783,0.03155858,0.38962615,0.8263333333333334
chr18_2891947_2914003,2891947,2914003,22056,2902975.0,0.01766415,0.01274485,0.03060822,0.33623238,0.8191666666666667
chr18_2895335_2917779,2895335,2917779,22444,2906557.0,0.01862212,0.01412257,0.0307674,0.30536981,0.8233333333333334
chr18_2899222_2921200,2899222,2921200,21978,2910211.0,0.01821116,0.01436232,0.02971244,0.29186825,0.8355
chr18_2902589_2928494,2902589,2928494,25905,2915541.5,0.01780862,0.01444792,0.02743939,0.25962193,0.8231666666666666
chr18_2906114_2936864,2906114,2936864,30750,2921489.0,0.01817106,0.01594891,0.02706346,0.22671564,0.8196666666666667
chr18_2909866_2940389,2909866,2940389,30523,2925127.5,0.01901828,0.01547802,0.02799592,0.23755091,0.8101666666666667
chr18_2914003_2945157,2914003,2945157,31154,2929580.0,0.01806047,0.01549875,0.02804035,0.25124387,0.814
chr18_2917779_2949203,2917779,2949203,31424,2933491.0,0.01853855,0.01511587,0.02818495,0.25232604,0.7921666666666667
chr18_2921202_2953503,2921202,2953503,32301,2937352.5,0.01850961,0.01563263,0.02820854,0.2459696,0.7931666666666666
chr18_2928494_2957027,2928494,2957027,28533,2942760.5,0.01878059,0.01632464,0.02896797,0.24538288,0.8166666666666667
chr18_2936864_2960887,2936864,2960887,24023,2948875.5,0.0181285,0.01390929,0.02879635,0.28511403,0.8205
chr18_2940389_2964500,2940389,2964500,24111,2952444.5,0.01571984,0.01262249,0.02571276,0.28937962,0.8273333333333333
chr18_2945157_2967987,2945157,2967987,22830,2956572.0,0.01628471,0.01134302,0.02595815,0.30534749,0.8364999999999999
chr18_2949203_2971294,2949203,2971294,22091,2960248.5,0.01619388,0.01043863,0.02644333,0.33016127,0.853
chr18_2953527_2975584,2953527,2975584,22057,2964555.5,0.01599163,0.00886054,0.02718945,0.37266605,0.8538333333333332
chr18_2957027_2978837,2957027,2978837,21810,2967932.0,0.01521897,0.00929933,0.02678248,0.371996,0.8620000000000001
chr18_2960889_2982326,2960889,2982326,21437,2971607.5,0.01559552,0.01027132,0.02671749,0.34763565,0.8753333333333334
chr18_2964538_2997241,2964538,2997241,32703,2980889.5,0.01539227,0.00995728,0.02648036,0.35258683,0.8831666666666667
chr18_2967987_3000548,2967987,3000548,32561,2984267.5,0.01488031,0.00994684,0.02535413,0.34263546,0.88
chr18_2971294_3004526,2971294,3004526,33232,2987910.0,0.01436776,0.01050564,0.02386817,0.31487429,0.871
chr18_2975609_3008173,2975609,3008173,32564,2991891.0,0.01427831,0.01003792,0.02172112,0.28226744,0.875
chr18_2978842_3018838,2978842,3018838,39996,2998840.0,0.01345063,0.00901798,0.02063326,0.29493797,0.8661666666666668
chr18_2982326_3022490,2982326,3022490,40164,3002408.0,0.01310566,0.00904016,0.02002965,0.28797437,0.8601666666666667
chr18_2997241_3025822,2997241,3025822,28581,3011531.5,0.01459328,0.00940538,0.02173683,0.28863688,0.8538333333333332
chr18_3000548_3029394,3000548,3029394,28846,3014971.0,0.01503297,0.00913544,0.02198739,0.2906581,0.8564999999999999
chr18_3004530_3032839,3004530,3032839,28309,3018684.5,0.01473323,0.00964676,0.02120845,0.27002619,0.8766666666666667
chr18_3008173_3036153,3008173,3036153,27980,3022163.0,0.01522255,0.01188355,0.02301854,0.25882085,0.8753333333333334
chr18_3018838_3039633,3018838,3039633,20795,3029235.5,0.01653902,0.01319893,0.02408783,0.23664299,0.864
chr18_3022490_3043254,3022490,3043254,20764,3032872.0,0.01748346,0.01338992,0.02503836,0.23722441,0.8603333333333334
chr18_3025899_3046684,3025899,3046684,20785,3036291.5,0.01622289,0.01416154,0.02331705,0.2109839,0.865
chr18_3029476_3051430,3029476,3051430,21954,3040453.0,0.01583594,0.01588993,0.02363734,0.19681901,0.8518333333333333
chr18_3032842_3056503,3032842,3056503,23661,3044672.5,0.01597687,0.01578744,0.02353837,0.194219,0.8308333333333333
chr18_3036153_3060413,3036153,3060413,24260,3048283.0,0.01655383,0.01583444,0.02293012,0.17216903,0.786
chr18_3039633_3068032,3039633,3068032,28399,3053832.5,0.01699257,0.01506273,0.02281901,0.17482481,0.7808333333333334
chr18_3043254_3072297,3043254,3072297,29043,3057775.5,0.01613097,0.01454868,0.02193215,0.17687083,0.7603333333333333
chr18_3046684_3076367,3046684,3076367,29683,3061525.5,0.01656133,0.01502256,0.02226297,0.1700444,0.746
chr18_3051430_3081148,3051430,3081148,29718,3066289.0,0.01651334,0.01367714,0.02114365,0.16690384,0.7525
chr18_3056503_3091462,3056503,3091462,34959,3073982.5,0.01595264,0.01353568,0.02084679,0.17146578,0.7503333333333333
chr18_3060413_3094870,3060413,3094870,34457,3077641.5,0.01568488,0.01359759,0.02081543,0.17413355,0.7765
chr18_3068032_3098925,3068032,3098925,30893,3083478.5,0.01501952,0.01314193,0.02004912,0.17487319,0.7845
chr18_3072297_3102803,3072297,3102803,30506,3087550.0,0.01555962,0.01349201,0.02017404,0.16277373,0.8106666666666666
chr18_3076367_3106613,3076367,3106613,30246,3091490.0,0.01621698,0.01523515,0.02152016,0.15556194,0.8230000000000001
chr18_3081148_3111676,3081148,3111676,30528,3096412.0,0.01554175,0.01533586,0.02135348,0.16075857,0.8036666666666666
chr18_3091462_3115542,3091462,3115542,24080,3103502.0,0.01652496,0.01607381,0.0223398,0.15632874,0.8121666666666667
chr18_3094870_3119858,3094870,3119858,24988,3107364.0,0.01643699,0.01590866,0.02304953,0.17532616,0.8108333333333333
chr18_3098925_3123396,3098925,3123396,24471,3111160.5,0.01707071,0.01651341,0.0245195,0.18705273,0.8285
chr18_3103350_3128705,3103350,3128705,25355,3116027.5,0.01780326,0.01715368,0.0259737,0.19550761,0.8161666666666666
chr18_3106613_3153475,3106613,3153475,46862,3130044.0,0.01743851,0.01457149,0.02504947,0.22030415,0.7976666666666667
chr18_3111676_3161131,3111676,3161131,49455,3136403.5,0.01720152,0.01384697,0.02454955,0.22521713,0.8166666666666667
chr18_3115542_3193610,3115542,3193610,78068,3154576.0,0.01611234,0.01233124,0.02399129,0.25565853,0.835
chr18_3119858_3198453,3119858,3198453,78595,3159155.5,0.01554095,0.01133141,0.02255114,0.25328255,0.8273333333333333
chr18_3123396_3201839,3123396,3201839,78443,3162617.5,0.01519558,0.00959053,0.02197401,0.27878304,0.8160000000000001
chr18_3128705_3205541,3128705,3205541,76836,3167123.0,0.01419119,0.00748927,0.02131552,0.32576724,0.8188333333333333
chr18_3153475_3209311,3153475,3209311,55836,3181393.0,0.01432754,0.00623517,0.02265389,0.37566246,0.8283333333333334
chr18_3161131_3212900,3161131,3212900,51769,3187015.5,0.0140693,0.00529955,0.02469824,0.43666816,0.8178333333333333
chr18_3193610_3245537,3193610,3245537,51927,3219573.5,0.01381506,0.00692067,0.02707289,0.44617223,0.7855
chr18_3198453_3256534,3198453,3256534,58081,3227493.5,0.01294644,0.0080184,0.03123133,0.49741176,0.8031666666666666
chr18_3201839_3265393,3201839,3265393,63554,3233616.0,0.01345978,0.00870605,0.03338026,0.50147892,0.7961666666666667
chr18_3205541_3271086,3205541,3271086,65545,3238313.5,0.01392983,0.01104189,0.03492651,0.47330792,0.778
chr18_3209311_3278867,3209311,3278867,69556,3244089.0,0.01412672,0.01300922,0.03546271,0.44655183,0.7651666666666667
chr18_3212900_3284938,3212900,3284938,72038,3248919.0,0.01620861,0.01434499,0.03607885,0.40505864,0.7818333333333334
chr18_3245537_3309774,3245537,3309774,64237,3277655.5,0.01624767,0.01300936,0.03308572,0.38682806,0.7965
chr18_3256534_3312983,3256534,3312983,56449,3284758.5,0.01658288,0.01198781,0.02805023,0.32513755,0.8171666666666667
chr18_3265393_3316400,3265393,3316400,51007,3290896.5,0.01599522,0.01206191,0.02555028,0.29110791,0.8463333333333334
chr18_3271086_3319833,3271086,3319833,48747,3295459.5,0.0150554,0.0106588,0.02258393,0.27445111,0.8695
chr18_3278918_3323145,3278918,3323145,44227,3301031.5,0.01456538,0.01065235,0.02074903,0.24402514,0.9051666666666667
chr18_3284997_3326465,3284997,3326465,41468,3305731.0,0.01343257,0.01174507,0.01895407,0.20179666,0.9079999999999999
chr18_3309774_3333315,3309774,3333315,23541,3321544.5,0.01355236,0.01177611,0.02195405,0.26834995,0.9055
chr18_3312983_3336749,3312983,3336749,23766,3324866.0,0.01344593,0.01197767,0.02391339,0.30584387,0.895
chr18_3316400_3340820,3316400,3340820,24420,3328610.0,0.01325061,0.0124935,0.02420417,0.30564371,0.8931666666666667
chr18_3319833_3344228,3319833,3344228,24395,3332030.5,0.0127705,0.01368941,0.02456527,0.29991394,0.886
chr18_3323145_3396325,3323145,3396325,73180,3359735.0,0.01232784,0.01415861,0.02417024,0.29206103,0.8753333333333334
chr18_3326465_3399585,3326465,3399585,73120,3363025.0,0.0115929,0.01379379,0.02303608,0.28947387,0.8666666666666667
chr18_3333315_3402891,3333315,3402891,69576,3368103.0,0.01260244,0.01519292,0.02086418,0.20040642,0.8783333333333333
chr18_3336749_3416251,3336749,3416251,79502,3376500.0,0.01244224,0.01521292,0.01898334,0.15713549,0.8636666666666667
chr18_3340820_3461649,3340820,3461649,120829,3401234.5,0.01193512,0.0150583,0.01849759,0.15630534,0.8456666666666667
chr18_3344228_3465061,3344228,3465061,120833,3404644.5,0.01329277,0.0147898,0.01842615,0.13505425,0.8656666666666666
chr18_3396325_3468600,3396325,3468600,72275,3432462.5,0.01312163,0.01479925,0.01809397,0.12895355,0.8718333333333333
chr18_3399585_3472845,3399585,3472845,73260,3436215.0,0.01381114,0.01461463,0.01962226,0.15987444,0.8664999999999999
chr18_3402891_3476408,3402891,3476408,73517,3439649.5,0.01405761,0.01443504,0.01981778,0.16355794,0.842
chr18_3416251_3480636,3416251,3480636,64385,3448443.5,0.01525473,0.01487168,0.0209951,0.16450843,0.8461666666666666
chr18_3461649_3483904,3461649,3483904,22255,3472776.5,0.01587735,0.0158344,0.02060059,0.13014742,0.8505
chr18_3465061_3487436,3465061,3487436,22375,3476248.5,0.01626024,0.01743669,0.02117126,0.11369874,0.8221666666666667
chr18_3468600_3490744,3468600,3490744,22144,3479672.0,0.01733566,0.01791443,0.02174369,0.10461715,0.8226666666666667
chr18_3472845_3494266,3472845,3494266,21421,3483555.5,0.0185342,0.01892098,0.02200548,0.08047245,0.8236666666666667
chr18_3476408_3498203,3476408,3498203,21795,3487305.5,0.01842747,0.01860589,0.02203757,0.08681926,0.8443333333333334
chr18_3480636_3501999,3480636,3501999,21363,3491317.5,0.01849198,0.01879384,0.0219257,0.08091946,0.8511666666666666
chr18_3483904_3505779,3483904,3505779,21875,3494841.5,0.01832141,0.01813258,0.02295019,0.11470417,0.8403333333333333
chr18_3487436_3509060,3487436,3509060,21624,3498248.0,0.01864761,0.01858234,0.02358384,0.11774892,0.8538333333333332
chr18_3490744_3512624,3490744,3512624,21880,3501684.0,0.01933075,0.01839791,0.02459281,0.13181908,0.8413333333333334
chr18_3494998_3515878,3494998,3515878,20880,3505438.0,0.01874188,0.01767047,0.02418377,0.14101446,0.8611666666666667
chr18_3498203_3519886,3498203,3519886,21683,3509044.5,0.01879934,0.01798746,0.02435511,0.13946007,0.8603333333333334
chr18_3501999_3523654,3501999,3523654,21655,3512826.5,0.01888496,0.01878685,0.02537144,0.14783822,0.8496666666666667
chr18_3505779_3527062,3505779,3527062,21283,3516420.5,0.01945143,0.01959199,0.02480301,0.11915022,0.8570000000000001
chr18_3509174_3530530,3509174,3530530,21356,3519852.0,0.01804378,0.01719087,0.02349411,0.1429477,0.8568333333333333
chr18_3512624_3534579,3512624,3534579,21955,3523601.5,0.0173746,0.01702008,0.02303824,0.14516754,0.8629999999999999
chr18_3515878_3537943,3515878,3537943,22065,3526910.5,0.01704825,0.01731878,0.02283214,0.14116038,0.848
chr18_3519886_3541182,3519886,3541182,21296,3530534.0,0.01639352,0.01724012,0.02223662,0.13877907,0.8433333333333334
chr18_3523654_3545818,3523654,3545818,22164,3534736.0,0.01559897,0.01636999,0.02120705,0.14042364,0.8378333333333333
chr18_3527062_3549980,3527062,3549980,22918,3538521.0,0.015646,0.01665319,0.0213693,0.13912203,0.8443333333333334
chr18_3530530_3554650,3530530,3554650,24120,3542590.0,0.01610246,0.01740435,0.02088806,0.10984309,0.8401666666666667
chr18_3534579_3558150,3534579,3558150,23571,3546364.5,0.01607341,0.01784623,0.02133205,0.11418168,0.8245
chr18_3537943_3561895,3537943,3561895,23952,3549919.0,0.01597832,0.01784797,0.02175113,0.12512804,0.8210000000000001
chr18_3541182_3565701,3541182,3565701,24519,3553441.5,0.015734,0.01801083,0.02193569,0.13046952,0.8161666666666666
chr18_3545818_3569431,3545818,3569431,23613,3557624.5,0.01660484,0.01798123,0.02245436,0.12985316,0.8285
chr18_3550006_3572919,3550006,3572919,22913,3561462.5,0.01649593,0.01737338,0.02246125,0.14028349,0.8130000000000001
chr18_3554650_3576465,3554650,3576465,21815,3565557.5,0.01601169,0.01765395,0.02339314,0.16308672,0.8123333333333332
chr18_3558150_3581879,3558150,3581879,23729,3570014.5,0.0154138,0.01594674,0.02150398,0.15661765,0.7826666666666667
chr18_3561895_3585307,3561895,3585307,23412,3573601.0,0.01580591,0.01600273,0.02123595,0.14355388,0.7901666666666667
chr18_3565706_3589052,3565706,3589052,23346,3577379.0,0.01614947,0.01589114,0.02092328,0.13271519,0.7858333333333334
chr18_3569607_3592850,3569607,3592850,23243,3581228.5,0.01648413,0.01719476,0.02181087,0.12862573,0.7778333333333333
chr18_3572919_3599354,3572919,3599354,26435,3586136.5,0.01544844,0.01661734,0.02093516,0.13260829,0.7966666666666666
chr18_3576465_3602706,3576465,3602706,26241,3589585.5,0.01564845,0.01665867,0.02085417,0.12701698,0.8036666666666666
chr18_3581879_3606059,3581879,3606059,24180,3593969.0,0.01595372,0.01763245,0.02165651,0.12648833,0.8443333333333334
chr18_3585307_3609499,3585307,3609499,24192,3597403.0,0.01561751,0.01677073,0.02131239,0.13646351,0.8356666666666667
chr18_3589052_3613183,3589052,3613183,24131,3601117.5,0.01543889,0.01689986,0.0213797,0.13876041,0.8403333333333333
chr18_3592850_3616664,3592850,3616664,23814,3604757.0,0.01543557,0.01572032,0.02071236,0.14148173,0.8275
chr18_3599354_3620242,3599354,3620242,20888,3609798.0,0.01683553,0.01648628,0.02223329,0.14327035,0.8228333333333333
chr18_3602706_3624754,3602706,3624754,22048,3613730.0,0.01699249,0.01593015,0.02180806,0.13971326,0.8108333333333333
chr18_3606059_3628442,3606059,3628442,22383,3617250.5,0.01804004,0.01646686,0.02321485,0.14731036,0.7985
chr18_3609603_3632053,3609603,3632053,22450,3620828.0,0.01911319,0.01879474,0.02493267,0.13623065,0.7969999999999999
chr18_3613183_3635984,3613183,3635984,22801,3624583.5,0.01784613,0.01723422,0.02443929,0.164345,0.7933333333333333
chr18_3616664_3639523,3616664,3639523,22859,3628093.5,0.01699883,0.01750541,0.0246109,0.17578235,0.8173333333333332
chr18_3620242_3643013,3620242,3643013,22771,3631627.5,0.01651377,0.01721037,0.02355927,0.16568476,0.81
chr18_3624754_3647160,3624754,3647160,22406,3635957.0,0.01676716,0.01802188,0.02373275,0.15411259,0.8228333333333333
chr18_3628442_3650922,3628442,3650922,22480,3639682.0,0.01580896,0.01785823,0.02251745,0.14443975,0.8055
chr18_3632053_3655885,3632053,3655885,23832,3643969.0,0.01621241,0.0164552,0.02254654,0.15979115,0.808
chr18_3636073_3659296,3636073,3659296,23223,3647684.5,0.01811177,0.01804494,0.02329371,0.12605982,0.7939999999999999
chr18_3639523_3662877,3639523,3662877,23354,3651200.0,0.01864443,0.01868822,0.02321229,0.10855099,0.8003333333333333
chr18_3643013_3666295,3643013,3666295,23282,3654654.0,0.0185803,0.01912092,0.0237404,0.11480803,0.7905
chr18_3647160_3669873,3647160,3669873,22713,3658516.5,0.01872014,0.01800201,0.02379621,0.12892517,0.7846666666666667
chr18_3650922_3724834,3650922,3724834,73912,3687878.0,0.01847669,0.01803937,0.02368732,0.12943723,0.8091666666666667
chr18_3655885_3741160,3655885,3741160,85275,3698522.5,0.01789281,0.01848308,0.02403317,0.13844317,0.786
chr18_3659296_3754022,3659296,3754022,94726,3706659.0,0.0168782,0.01679679,0.02399722,0.17533427,0.8056666666666666
chr18_3662888_3770595,3662888,3770595,107707,3716741.5,0.01528708,0.0143208,0.02364197,0.22988219,0.7851666666666667
chr18_3666295_3773812,3666295,3773812,107517,3720053.5,0.01441991,0.01292717,0.02229339,0.23966043,0.8101666666666667
chr18_3669873_3778256,3669873,3778256,108383,3724064.5,0.0138829,0.01451264,0.02346425,0.2460431,0.8091666666666667
chr18_3724834_3788433,3724834,3788433,63599,3756633.5,0.01449256,0.01469138,0.02476323,0.25844768,0.8011666666666667
chr18_3741160_3795992,3741160,3795992,54832,3768576.0,0.01503372,0.01413853,0.02508928,0.2647271,0.8128333333333333
chr18_3754022_3800507,3754022,3800507,46485,3777264.5,0.01555699,0.0154806,0.02531705,0.23994251,0.7919999999999999
chr18_3770595_3807992,3770595,3807992,37397,3789293.5,0.01705111,0.01711559,0.02519133,0.19179282,0.7973333333333333
chr18_3773812_3811829,3773812,3811829,38017,3792820.5,0.01823024,0.01800037,0.0260113,0.17893955,0.7616666666666667
chr18_3778256_3815245,3778256,3815245,36989,3796750.5,0.01896255,0.01789217,0.02519296,0.15510203,0.7538333333333334
chr18_3788433_3819244,3788433,3819244,30811,3803838.5,0.01897671,0.01777088,0.02445708,0.14203037,0.757
chr18_3795992_3823199,3795992,3823199,27207,3809595.5,0.0187331,0.01898282,0.02352517,0.11011952,0.7601666666666667
chr18_3800576_3826706,3800576,3826706,26130,3813641.0,0.01916994,0.01960283,0.02448307,0.11617844,0.773
chr18_3807992_3856127,3807992,3856127,48135,3832059.5,0.01895668,0.018538,0.02473496,0.13770247,0.755
chr18_3811829_3859572,3811829,3859572,47743,3835700.5,0.01939871,0.01923594,0.0260915,0.1491819,0.7615
chr18_3815294_3863673,3815294,3863673,48379,3839483.5,0.01881431,0.01771761,0.02665243,0.1867046,0.7528333333333334
chr18_3819244_3867540,3819244,3867540,48296,3843392.0,0.01873009,0.01662572,0.02889497,0.24084974,0.7686666666666666
chr18_3823199_3886761,3823199,3886761,63562,3854980.0,0.01833051,0.0143162,0.02977233,0.29176212,0.7618333333333334
chr18_3826706_3896418,3826706,3896418,69712,3861562.0,0.01862771,0.01345984,0.03035844,0.30849098,0.7768333333333334
chr18_3856127_3900698,3856127,3900698,44571,3878412.5,0.01888179,0.01460822,0.03141602,0.30462423,0.7839999999999999
chr18_3859572_3912809,3859572,3912809,53237,3886190.5,0.01837102,0.01433139,0.03195773,0.3230567,0.7881666666666667
chr18_3863690_3922922,3863690,3922922,59232,3893306.0,0.01867648,0.0139075,0.0319154,0.32408745,0.7828333333333333
chr18_3867540_3928788,3867540,3928788,61248,3898164.0,0.01887511,0.01369412,0.03222055,0.32854099,0.767
chr18_3886761_3932357,3886761,3932357,45596,3909559.0,0.0194565,0.01539368,0.03235867,0.29996891,0.7705000000000001
chr18_3896418_3935855,3896418,3935855,39437,3916136.5,0.01869677,0.01601319,0.03136408,0.28754865,0.7705000000000001
chr18_3900698_3941888,3900698,3941888,41190,3921293.0,0.01833018,0.0161925,0.0297863,0.26621867,0.7655000000000001
chr18_3912892_3947342,3912892,3947342,34450,3930117.0,0.01928046,0.01621808,0.02982774,0.25387199,0.7678333333333334
chr18_3922922_3950820,3922922,3950820,27898,3936871.0,0.01938766,0.01630629,0.03136279,0.27465717,0.7888333333333334
chr18_3928788_3954056,3928788,3954056,25268,3941422.0,0.019625,0.01570482,0.02976743,0.25515334,0.7823333333333333
chr18_3932357_3959267,3932357,3959267,26910,3945812.0,0.01922596,0.01532795,0.03018969,0.27203808,0.7888333333333334
chr18_3935855_3972916,3935855,3972916,37061,3954385.5,0.02097503,0.01484261,0.03225776,0.28602588,0.7826666666666667
chr18_3941888_3976394,3941888,3976394,34506,3959141.0,0.02157845,0.01494439,0.03373237,0.2975538,0.8048333333333333
chr18_3947342_3980135,3947342,3980135,32793,3963738.5,0.02142841,0.01593199,0.03368594,0.28655425,0.8046666666666666
chr18_3950820_3987604,3950820,3987604,36784,3969212.0,0.02209738,0.01663987,0.03291629,0.25911231,0.8075
chr18_3954056_3991442,3954056,3991442,37386,3972749.0,0.02142655,0.0170734,0.03328098,0.26709975,0.8151666666666667
chr18_3959267_3995885,3959267,3995885,36618,3977576.0,0.02160081,0.0163163,0.03294451,0.26946299,0.8205
chr18_3972916_4000900,3972916,4000900,27984,3986908.0,0.02149121,0.01547558,0.03215424,0.269974,0.8216666666666667
chr18_3976394_4005084,3976394,4005084,28690,3990739.0,0.0209891,0.01406228,0.03114412,0.27981268,0.8223333333333332
chr18_3980135_4008894,3980135,4008894,28759,3994514.5,0.02063045,0.01176377,0.03139704,0.31936551,0.8238333333333333
chr18_3987604_4012445,3987604,4012445,24841,4000024.5,0.01974402,0.01166906,0.03095577,0.32679972,0.8153333333333334
chr18_3991442_4025347,3991442,4025347,33905,4008394.5,0.02046026,0.01280818,0.03165352,0.31103754,0.7976666666666667
chr18_3995885_4029544,3995885,4029544,33659,4012714.5,0.02029834,0.01161374,0.03179777,0.33173751,0.7823333333333333
chr18_4000967_4072828,4000967,4072828,71861,4036897.5,0.02040076,0.01099714,0.03196481,0.34126263,0.7501666666666668
chr18_4005084_4082412,4005084,4082412,77328,4043748.0,0.0242026,0.01310324,0.0341725,0.29379,0.7535000000000001
chr18_4008894_4087770,4008894,4087770,78876,4048332.0,0.02418045,0.01437502,0.03337518,0.26774292,0.7441666666666666
chr18_4012445_4096738,4012445,4096738,84293,4054591.5,0.0242593,0.01391783,0.03508333,0.29525947,0.7208333333333333
chr18_4025347_4105136,4025347,4105136,79789,4065241.5,0.02223454,0.01189338,0.03527591,0.34795558,0.7308333333333333
chr18_4029544_4108878,4029544,4108878,79334,4069211.0,0.0213282,0.01245103,0.03799697,0.38456309,0.739
chr18_4072856_4112620,4072856,4112620,39764,4092738.0,0.02001913,0.01330366,0.0389193,0.40046108,0.7561666666666667
chr18_4082412_4117101,4082412,4117101,34689,4099756.5,0.0153797,0.01195423,0.03914638,0.48244274,0.7458333333333333
chr18_4087770_4121041,4087770,4121041,33271,4104405.5,0.01427472,0.01112236,0.04193273,0.53511826,0.7441666666666666
chr18_4097273_4126386,4097273,4126386,29113,4111829.5,0.01374322,0.01099316,0.04174049,0.54283897,0.753
chr18_4105206_4131103,4105206,4131103,25897,4118154.5,0.01481795,0.01122526,0.04248909,0.53084338,0.7486666666666667
chr18_4108878_4134961,4108878,4134961,26083,4121919.5,0.0151053,0.01271884,0.03984073,0.48236855,0.7358333333333333
chr18_4112620_4139360,4112620,4139360,26740,4125990.0,0.01487986,0.01178257,0.03957281,0.49602266,0.7455
chr18_4117101_4143791,4117101,4143791,26690,4130446.0,0.01643403,0.01246127,0.03987212,0.46805187,0.7351666666666667
chr18_4121041_4147957,4121041,4147957,26916,4134499.0,0.01736261,0.0106453,0.03795104,0.46091978,0.736
chr18_4126386_4155555,4126386,4155555,29169,4140970.5,0.01852519,0.00945668,0.03641655,0.44488661,0.7641666666666667
chr18_4131103_4159091,4131103,4159091,27988,4145097.0,0.01990289,0.00889743,0.03638193,0.43286462,0.7616666666666667
chr18_4134961_4169711,4134961,4169711,34750,4152336.0,0.01921972,0.00660777,0.0382178,0.49488149,0.7766666666666666
chr18_4139438_4173936,4139438,4173936,34498,4156687.0,0.01782631,0.00646837,0.03779129,0.51350928,0.7931666666666666
chr18_4143865_4195553,4143865,4195553,51688,4169709.0,0.01664077,0.00554101,0.03523483,0.52117787,0.803
chr18_4147957_4204789,4147957,4204789,56832,4176373.0,0.01646874,0.00699887,0.03543969,0.50252552,0.8241666666666667
chr18_4155565_4208082,4155565,4208082,52517,4181823.5,0.01519563,0.00658494,0.03562251,0.5317295,0.81
chr18_4159091_4221824,4159091,4221824,62733,4190457.5,0.01266402,0.00681197,0.03394839,0.55418628,0.8056666666666666
chr18_4170435_4235347,4170435,4235347,64912,4202891.0,0.01121126,0.00674012,0.02899565,0.5272387,0.7845
chr18_4173936_4240126,4173936,4240126,66190,4207031.0,0.01050323,0.00651918,0.02585937,0.50473886,0.7721666666666667
chr18_4195553_4244106,4195553,4244106,48553,4219829.5,0.01009097,0.00722295,0.02904857,0.54081218,0.772
chr18_4204789_4247830,4204789,4247830,43041,4226309.5,0.00947174,0.0081076,0.02954929,0.54147583,0.7741666666666667
chr18_4208086_4251421,4208086,4251421,43335,4229753.5,0.01063187,0.00972115,0.02967056,0.48922167,0.7755
chr18_4221864_4272652,4221864,4272652,50788,4247258.0,0.01116344,0.01057311,0.03139375,0.48567183,0.7969999999999999
chr18_4235347_4276460,4235347,4276460,41113,4255903.5,0.0133999,0.01243594,0.03505455,0.46144445,0.8228333333333333
chr18_4240126_4280003,4240126,4280003,39877,4260064.5,0.01561604,0.01432,0.03785569,0.43328403,0.8398333333333333
chr18_4244106_4284370,4244106,4284370,40264,4264238.0,0.01604906,0.0126774,0.03709872,0.44179224,0.8506666666666667
chr18_4247852_4296839,4247852,4296839,48987,4272345.5,0.01760131,0.01123454,0.03628503,0.43127871,0.8473333333333333
chr18_4251421_4300315,4251421,4300315,48894,4275868.0,0.01553051,0.01086859,0.03446999,0.44620611,0.8558333333333333
chr18_4272652_4303611,4272652,4303611,30959,4288131.5,0.01626287,0.01151973,0.03268709,0.40353026,0.8658333333333333
chr18_4276460_4309932,4276460,4309932,33472,4293196.0,0.01465373,0.01091643,0.03113832,0.41784652,0.8706666666666666
chr18_4280007_4314087,4280007,4314087,34080,4297047.0,0.01409232,0.00984692,0.03021353,0.43249283,0.8356666666666667
chr18_4284370_4318233,4284370,4318233,33863,4301301.5,0.01452409,0.01074968,0.02885011,0.39080259,0.8181666666666666
chr18_4296839_4323254,4296839,4323254,26415,4310046.5,0.01276595,0.01007143,0.02867128,0.43034679,0.8186666666666667
chr18_4300315_4326942,4300315,4326942,26627,4313628.5,0.0133859,0.00881586,0.02935653,0.45123131,0.8266666666666667
chr18_4303611_4331966,4303611,4331966,28355,4317788.5,0.0127296,0.00792074,0.02869445,0.47077035,0.8273333333333333
chr18_4309932_4335572,4309932,4335572,25640,4322752.0,0.01319703,0.00722541,0.02760243,0.45991884,0.8253333333333334
chr18_4314087_4338927,4314087,4338927,24840,4326507.0,0.01355594,0.00689678,0.02778848,0.46198064,0.8603333333333334
chr18_4318233_4343051,4318233,4343051,24818,4330642.0,0.01285486,0.00520977,0.02591385,0.48307261,0.8763333333333333
chr18_4323254_4354831,4323254,4354831,31577,4339042.5,0.01170536,0.00515626,0.02305982,0.4645512,0.8901666666666667
chr18_4326942_4358337,4326942,4358337,31395,4342639.5,0.0112689,0.00581467,0.02216241,0.44360795,0.8815
chr18_4331966_4372029,4331966,4372029,40063,4351997.5,0.01083728,0.00579559,0.02048135,0.42242537,0.8723333333333333
chr18_4335572_4394265,4335572,4394265,58693,4364918.5,0.009922,0.00547598,0.01879154,0.41873643,0.8611666666666667
chr18_4338927_4401225,4338927,4401225,62298,4370076.0,0.00791611,0.00546196,0.01482369,0.37813224,0.8391666666666666
chr18_4343051_4407774,4343051,4407774,64723,4375412.5,0.00729483,0.00598017,0.01556809,0.40217756,0.8343333333333334
chr18_4354831_4419102,4354831,4419102,64271,4386966.5,0.00760631,0.006098,0.01586843,0.39683287,0.8168333333333334
chr18_4358749_4422619,4358749,4422619,63870,4390684.0,0.00816968,0.0057871,0.01512634,0.36860663,0.8278333333333333
chr18_4372029_4428613,4372029,4428613,56584,4400321.0,0.00857165,0.00657148,0.0148199,0.32370973,0.8316666666666667
