chrom	start	end	hmel	hcyd	f1	mean
4	1387970	1458994	4.6087	4.5599	4.8777	4.6821
4	1458994	1553996	4.4556	4.9126	4.6468	4.6716
4	1553997	1623050	4.2462	5.0165	4.321	4.5279
4	1623050	1674264	4.1121	4.9284	4.2527	4.4311
4	1674264	1728224	4.022	4.8215	4.1241	4.3225
4	1728224	1834824	3.9346	5.3386	3.8736	4.3823
4	1834824	1970132	3.9068	5.831	3.6231	4.4536
4	1970132	2067458	3.8434	5.8163	3.5269	4.3955
4	2067459	2152303	3.755	5.4469	3.5576	4.2532
4	2152367	2256947	3.715	4.7259	3.6892	4.0434
4	2256947	2313807	3.7188	3.9165	3.8742	3.8365
4	2313807	2372774	3.746	3.5998	4.0538	3.7998
4	2373055	2432540	3.6394	3.6799	4.2766	3.8653
4	2432540	2502076	3.5098	2.5678	4.5562	3.5446
4	2502076	2545055	3.6642	1.2527	4.7126	3.2098
4	2545055	2596597	2.8111	0.9676	4.7918	2.8569
4	2596597	2644350	2.0338	1.4149	4.8773	2.7753
4	2644350	2712786	1.9913	2.8864	4.8203	3.2326
4	2712786	2778514	3.0279	3.6573	4.9319	3.8724
4	2778514	2922102	4.7178	4.358	5.0503	4.7087
4	2922102	3020342	5.8619	6.0266	5.2965	5.7283
4	3020342	3093064	6.9871	7.8901	5.3997	6.759
4	3093065	3173359	8.2507	10.9305	5.5948	8.2587
4	3173359	3232280	10.8324	10.711	5.9468	9.1634
4	3232280	3285637	12.7745	12.6118	6.2326	10.5396
4	3285637	3357588	13.3103	11.8927	6.4661	10.5564
4	3357588	3421822	12.0682	9.2534	6.6243	9.3153
4	3421822	3498805	11.0563	7.8339	6.6768	8.5223
4	3498805	3556582	9.9516	6.3007	6.6276	7.6266
4	3556582	3689735	6.8423	5.1888	6.3525	6.1279
4	3689735	3776746	6.1133	5.183	5.9074	5.7346
4	3776746	3823098	5.6795	5.1877	5.7298	5.5323
4	3823098	3908926	4.7057	4.8387	5.6512	5.0652
4	3908926	3963308	4.4894	4.7655	5.6559	4.9702
4	3963308	4038122	5.1573	5.0136	5.7536	5.3082
4	4038122	4095600	6.6455	5.5115	5.9369	6.0313
4	4095600	4198054	8.1665	5.6037	6.2847	6.685
4	4198054	4255463	7.6617	5.7898	6.7412	6.7309
4	4255463	4376736	7.7514	6.3943	6.8644	7.0034
4	4376736	4501047	7.4468	6.8694	7.6754	7.3306
4	4504733	4566924	7.0285	7.2442	8.2257	7.4995
4	4566924	4655551	5.9093	7.903	8.3977	7.4033
4	4655615	4718715	4.7184	9.0985	8.3738	7.3969
4	4718715	4776975	4.2464	9.7788	8.2002	7.4085
4	4776976	4831633	3.9522	10.0905	7.9181	7.3203
4	4831633	4943206	2.8497	9.946	7.2767	6.6908
4	4943206	5001436	2.2564	9.1823	6.3903	5.943
4	5001501	5059384	2.28	8.2528	5.67	5.4009
4	5059385	5116860	2.6284	8.4006	5.0609	5.3633
4	5116860	5181882	3.2928	7.6115	4.5461	5.1501
4	5181882	5239643	3.4753	6.9536	4.1608	4.8632
4	5239643	5350458	3.4752	6.348	4.2566	4.6933
4	5350458	5424843	3.5277	5.1171	5.5066	4.7172
4	5424843	5512223	3.625	4.0973	5.3691	4.3638
4	5512223	5588319	3.7688	3.3626	5.5851	4.2388
4	5588319	5690617	4.0869	2.9217	5.4569	4.1552
4	5690617	5740648	4.0575	2.8101	5.7645	4.2107
4	5740648	5795346	3.9723	2.8984	5.6956	4.1888
4	5795410	5895443	3.9536	3.2705	5.1205	4.1148
4	5895443	6076907	4.1899	4.2149	4.762	4.3889
4	6076907	6156170	4.6771	3.652	4.2112	4.1801
4	6156170	6282025	5.0606	3.3862	3.9367	4.1278
4	6282025	6360487	5.1083	3.5204	3.6733	4.1007
4	6360487	6427073	5.5022	3.8851	3.493	4.2934
4	6427073	6480874	5.6366	4.352	3.3474	4.4453
4	6480875	6612671	5.6137	5.0237	3.1267	4.588
4	6612671	6716830	5.307	5.5771	2.8211	4.5684
4	6716830	6773901	5.1335	5.9026	2.7294	4.5885
4	6774071	6830068	5.0401	6.1061	2.7597	4.6353
4	6830068	6890355	4.9581	6.2939	2.8684	4.7068
4	6890355	6954826	4.8852	6.472	3.0717	4.8097
4	6954826	7011557	4.8293	6.6225	3.3538	4.9352
4	7011557	7078500	4.788	6.8406	3.731	5.1199
4	7078500	7211449	4.7558	7.8852	4.5381	5.7264
4	7211449	7296158	4.7626	7.5589	5.7708	6.0308
4	7296158	7395585	4.8078	6.724	7.4095	6.3138
4	7395585	7470003	4.8808	6.3452	8.4193	6.5484
4	7470003	7556820	4.9742	6.1817	8.734	6.6299
4	7556820	7621047	4.9558	5.8318	8.475	6.4209
4	7621047	7683716	4.9587	5.5039	7.5278	5.9968
4	7683780	7748956	5.0579	5.3865	5.633	5.3591
4	7748956	7808176	5.0938	5.4744	3.6446	4.7376
4	7808234	7890596	5.2195	5.5825	3.4306	4.7442
4	7890596	8017483	5.5974	6.0125	4.1212	5.2437
4	8017483	8095978	5.9877	7.2435	4.0211	5.7508
4	8095978	8159411	6.2008	7.7049	4.3734	6.093
4	8160358	8259002	6.3862	8.6302	5.1326	6.7163
4	8259002	8328251	6.516	8.9525	5.0986	6.8557
4	8328251	8389520	6.5711	7.9109	4.7406	6.4075
4	8389520	8505115	6.69	7.4504	4.6286	6.2563
4	8505115	8655025	6.8723	6.5947	4.7516	6.0729
4	8655025	8761094	6.9397	5.9417	4.8347	5.9054
4	8761094	8860820	6.6271	5.2485	4.8273	5.5676
4	8860820	8916460	6.6954	4.6319	4.7805	5.3693
4	8916460	8978810	6.4516	4.1739	4.719	5.1148
4	8978810	9086659	5.6543	3.6189	4.5912	4.6215
4	9086659	9171554	4.9648	2.9947	4.3967	4.1187
4	9171554	9237636	4.4608	2.5086	4.2047	3.7247
4	9237636	9290934	4.0579	2.126	4.0282	3.404
4	9290934	9327220	3.7699	1.8398	3.8918	3.1672
4	9327220	9369002	3.5233	1.5912	3.8152	2.9766
4	9369002	9412205	3.2591	1.3213	3.7368	2.7724
4	9412205	9454758	2.9972	1.0497	3.6578	2.5682
4	9454758	9493055	2.7545	0.7944	3.5833	2.3774
4	9493055	9541731	2.4981	0.5205	3.5034	2.174
4	9541731	9590890	2.2154	0.2134	3.4135	1.9474
5	25041	107581	4.4452	1.8622	3.7666	3.358
5	107581	151670	4.4824	1.9727	3.8076	3.4209
5	151670	190235	4.5219	2.0461	3.8344	3.4675
5	190235	225261	4.5666	2.1123	3.8582	3.5124
5	225261	268225	4.624	2.1833	3.8834	3.5636
5	267786	317796	4.7048	2.2683	3.9131	3.6287
5	317796	363177	4.803	2.3576	3.9439	3.7015
5	363177	403516	4.9042	2.4389	3.9715	3.7715
5	403516	485909	5.0307	2.5575	4.0111	3.8664
5	486038	559551	5.2007	2.714	4.0614	3.992
5	559551	643313	5.6862	2.8578	4.1427	4.2289
5	643313	687561	5.8249	2.9626	4.2115	4.333
5	687561	758333	5.6535	3.0766	4.2522	4.3274
5	758397	801696	5.3507	3.1915	4.2759	4.2727
5	801696	921496	5.3176	3.3485	4.2744	4.3135
5	921560	999367	4.9912	3.5299	4.3867	4.3026
5	999367	1059605	4.5213	3.6499	4.6538	4.275
5	1059926	1144877	3.8085	3.7705	4.7627	4.1139
5	1145005	1244115	3.0097	3.9145	4.6485	3.8576
5	1244115	1370395	2.7206	4.0775	4.3528	3.717
5	1370395	1459521	3.12	4.2206	4.2755	3.872
5	1459521	1509252	2.9036	4.306	4.1464	3.7853
5	1509531	1635716	3.3799	4.7441	3.8594	3.9944
5	1635716	1776709	4.8514	4.782	3.1824	4.2719
5	1776709	1824405	5.3455	5.1594	2.714	4.4063
5	1824533	1871598	5.4988	5.2127	2.7053	4.4723
5	1871598	1919994	5.5946	5.1806	2.1306	4.3019
5	1919994	2051920	5.601	4.8634	1.1114	3.8586
5	2051920	2131716	5.374	4.1288	0.7001	3.401
5	2131716	2243653	4.9214	3.0754	1.2126	3.0698
5	2243653	2334197	4.6716	2.4399	2.5689	3.2268
5	2334261	2393365	4.1979	2.3925	4.1312	3.5739
5	2393558	2469292	3.87	2.6789	6.1315	4.2268
5	2469292	2608110	3.7592	3.3596	7.4989	4.8726
5	2608110	2706515	4.1536	3.3766	7.7723	5.1008
5	2706515	2842110	5.1503	3.5883	9.6424	6.127
5	2842110	2906116	6.4319	4.0124	8.8031	6.4158
5	2906116	3008622	7.8705	4.5721	7.4219	6.6215
5	3008622	3135303	9.3477	5.7701	7.5591	7.559
5	3135367	3199674	10.0678	6.6271	6.8469	7.8472
5	3199674	3330223	10.2303	6.5484	5.2226	7.3338
5	3330223	3402649	9.9047	6.8904	3.7389	6.8447
5	3402649	3465403	9.3602	7.2698	3.1238	6.5846
5	3465403	3518926	8.772	6.9516	2.8224	6.182
5	3518926	3611987	8.2876	6.5717	2.7607	5.8733
5	3611987	3705200	8.0534	6.6696	3.1457	5.9562
5	3705392	3780249	8.1755	6.3872	3.6151	6.0593
5	3780249	3827191	8.0001	5.969	3.0065	5.6585
5	3827238	3982081	8.2815	5.5614	3.1244	5.6558
5	3982081	4037460	8.9374	5.2189	3.663	5.9398
5	4037460	4131880	9.0507	5.0016	3.571	5.8745
5	4131880	4184883	8.88	4.8055	3.5339	5.7398
5	4185187	4238249	9.035	4.3721	3.5454	5.6508
5	4238249	4302472	9.1175	3.5392	3.5938	5.4168
5	4302472	4427177	8.3653	3.0152	3.7536	5.0447
5	4427241	4522042	8.1011	3.5432	4.0507	5.2317
5	4522206	4578168	7.6139	4.6667	4.3296	5.5367
5	4578169	4656039	6.9578	5.9495	4.4287	5.7787
5	4656039	4740731	5.9528	6.7036	4.2945	5.6503
5	4740731	4881120	5.2174	7.2138	4.4846	5.6386
5	4881184	4995329	4.6724	8.1292	5.2008	6.0008
5	4995393	5522943	3.6512	7.4732	7.6092	6.2446
5	5523071	5623079	4.0446	5.187	10.0594	6.4303
5	5623079	5673496	4.0857	4.6088	9.251	5.9818
5	5673496	5725142	4.0859	4.3803	8.0838	5.5167
5	5725142	5788380	4.0584	4.3056	7.6172	5.3271
5	5788380	5875915	4.2976	4.5011	6.5925	5.1304
5	5875915	5939008	4.6947	4.9566	4.9261	4.8591
5	5939008	6025570	4.88	5.2117	3.7369	4.6095
5	6025570	6160670	4.7326	5.4489	3.2749	4.4854
5	6160670	6257324	4.2621	5.7459	3.8073	4.6051
5	6257324	6334442	4.1337	5.8426	3.4334	4.4699
5	6334442	6405922	3.9227	5.7281	3.3681	4.3396
5	6405922	6542677	3.4857	5.7436	3.6016	4.277
5	6542677	6603906	3.1643	5.8297	3.3783	4.1241
5	6603906	6678096	3.0485	6.0242	3.5135	4.1954
5	6678096	6724926	3.0069	6.1981	3.9105	4.3718
5	6724926	6777704	3.0212	6.0185	4.454	4.4979
5	6777704	6844861	3.0511	5.5836	5.1222	4.5856
5	6844926	6905709	2.6502	5.2317	5.4972	4.4597
5	6905709	7062870	2.3139	4.6521	5.8903	4.2854
5	7062870	7235062	3.2425	3.424	6.0105	4.2257
5	7235062	7297008	4.2077	3.0399	5.7582	4.3353
5	7297008	7354184	4.3368	3.3766	5.502	4.4051
5	7354184	7403713	4.502	3.9548	5.206	4.5543
5	7403713	7464169	4.723	4.6991	4.7137	4.7119
5	7464463	7517058	5.0024	4.9418	3.6381	4.5274
5	7517058	7652768	5.7139	5.2653	2.3405	4.4399
5	7652768	7733082	6.44	5.7791	1.7099	4.643
5	7733274	7833645	6.8178	6.3506	2.0289	5.0658
5	7833645	7881834	6.9907	6.9032	2.794	5.5626
5	7881834	8057010	6.9595	8.3209	5.0133	6.7646
5	8057010	8143828	6.5958	8.2707	8.8178	7.8948
5	8143828	8244479	6.0619	9.0379	11.0575	8.7191
5	8244479	8324094	5.3736	9.1567	9.4022	7.9775
5	8324094	8397388	5.1668	8.6259	7.0596	6.9508
5	8397516	8450259	5.2613	8.3686	5.6236	6.4178
5	8450259	8500076	5.1015	8.23	4.864	6.0652
5	8500076	8594102	4.9794	8.0651	4.4353	5.8266
5	8594230	8673590	4.991	7.9064	4.7912	5.8962
5	8673654	8736475	5.1462	7.9953	5.3142	6.1519
5	8736603	8822949	5.6465	7.8307	5.3939	6.2904
5	8822949	8909163	5.8248	6.8227	5.2119	5.9531
5	8909163	9004406	5.3903	6.2758	5.0848	5.5836
5	9004517	9106743	5.1056	5.6818	6.1	5.6291
5	9106871	9278008	4.7081	4.9665	7.4659	5.7135
5	9278008	9324663	4.3721	4.3598	8.391	5.7076
5	9324663	9369429	4.2138	4.0727	8.6948	5.6604
5	9369429	9433491	4.0151	3.7079	8.3891	5.3707
5	9433491	9480502	3.8303	3.3121	7.3942	4.8455
5	9480502	9524794	3.6893	2.9751	6.3915	4.3519
5	9524794	9569981	3.5521	2.6673	5.9023	4.0405
5	9569981	9629571	3.3836	2.3149	5.251	3.6498
5	9629571	9671464	3.2208	1.9784	4.7227	3.3073
5	9671464	9722966	3.0712	1.6734	4.2304	2.9916
5	9722966	9765966	2.9201	1.3689	3.7266	2.6719
5	9765966	9828299	2.752	1.0349	3.1579	2.315
5	9828299	9889808	2.5548	0.6489	2.4804	1.8947
6	51338	111918	0	2.8122	2.3767	1.7296
6	111918	154277	0	2.9681	2.4514	1.8065
6	154277	199853	0	3.1068	2.5151	1.874
6	199853	263869	0	3.2866	2.5944	1.9604
6	263869	325710	0.216	3.5023	2.6847	2.1343
6	325710	371758	0.4152	3.6965	2.7672	2.2929
6	371758	473951	0.6885	3.9543	2.8862	2.5097
6	473951	533555	0.9864	4.114	3.01	2.7035
6	533555	582848	1.1866	4.2629	3.0895	2.8463
6	582848	638191	1.3788	4.5408	3.1641	3.0279
6	638191	686539	1.569	4.6858	3.304	3.1863
6	686539	729213	1.7359	4.7007	3.4058	3.2808
6	729213	773751	1.8956	4.6152	3.4222	3.311
6	773751	821010	2.0561	4.7487	3.4742	3.4263
6	821010	862458	2.211	4.9121	3.6124	3.5785
6	862458	903352	2.37	5.0024	3.6996	3.6907
6	903352	949295	2.5536	4.8575	3.7481	3.7198
6	949295	1007227	2.7948	4.3645	3.7473	3.6355
6	1007227	1066106	3.2322	3.7221	3.672	3.5421
6	1066106	1129636	3.5899	3.3444	3.4918	3.4754
6	1129636	1172682	3.6343	3.2687	3.3481	3.417
6	1172682	1219914	3.6607	3.4038	3.3329	3.4658
6	1219914	1288304	3.9058	3.8401	3.4567	3.7342
6	1288304	1334555	4.1212	4.4234	3.7129	4.0858
6	1334619	1457392	4.2448	4.8178	3.8309	4.2979
6	1457392	1596867	4.0502	4.9164	3.9389	4.3018
6	1596867	1698904	3.7475	4.5372	4.0431	4.1093
6	1699032	1805934	3.5682	4.1754	4.0359	3.9265
6	1805934	1854241	3.4302	3.575	4.1733	3.7262
6	1854241	1902043	3.3423	3.548	4.3606	3.7503
6	1902043	1974811	3.2295	3.6482	4.7556	3.8778
6	1974811	2054589	3.046	2.7378	5.1775	3.6538
6	2054589	2151614	2.3588	2.1255	5.4312	3.3051
6	2151614	2266858	1.9758	2.5026	5.6436	3.374
6	2266858	2335365	2.2368	3.7547	5.5019	3.8311
6	2335365	2389823	2.7479	5.135	5.7596	4.5475
6	2389823	2443949	3.3241	6.3822	5.8064	5.1709
6	2444180	2498307	3.6653	7.1135	5.5444	5.4411
6	2498307	2614041	4.0676	7.0896	4.8023	5.3199
6	2614234	2677905	4.3862	6.3017	4.3087	4.9989
6	2677905	2735466	4.6208	6.991	4.128	5.2466
6	2735466	2821169	5.1639	6.4677	4.06	5.2305
6	2821169	2915120	5.7725	6.0518	4.184	5.3361
6	2915249	2985295	5.8514	5.7661	4.499	5.3722
6	2985295	3046720	5.2687	4.8559	4.8593	4.9946
6	3046720	3136408	4.8587	4.8543	4.9483	4.8871
6	3136408	3190889	3.8936	5.6044	5.463	4.987
6	3190889	3272599	2.9961	5.7684	6.1098	4.9581
6	3272599	3376798	2.573	6.0062	6.4251	5.0014
6	3376903	3500249	3.3186	6.4254	5.9167	5.2203
6	3500249	3635622	4.0698	7.0749	4.1481	5.0976
6	3635622	3777107	5.8611	6.9191	2.6482	5.1428
6	3777107	3874979	5.8266	6.5691	2.4162	4.9373
6	3874979	3988731	5.5356	6.2496	3.036	4.9404
6	3988732	4082789	5.582	6.4551	3.2659	5.101
6	4082789	4136752	5.5015	6.6461	3.5574	5.235
6	4136753	4185435	5.3865	6.8556	3.7503	5.3308
6	4185499	4252708	5.1986	6.7263	3.8747	5.2665
6	4252708	4302024	5.1561	6.2351	3.7902	5.0605
6	4302024	4353147	4.9787	5.6115	3.6881	4.7594
6	4353147	4413302	4.9364	5.2171	4.2658	4.8064
6	4413302	4464381	4.938	4.4481	4.3712	4.5857
6	4464381	4520406	4.833	3.9426	4.7099	4.4952
6	4518424	4632047	4.4541	3.8022	5.8202	4.6922
6	4632047	4683285	4.0667	4.2991	5.6212	4.6623
6	4683285	4761683	3.9915	4.954	6.1031	5.0162
6	4761683	4861598	3.9509	5.2505	6.0372	5.0795
6	4861662	4961291	3.8469	5.2225	5.5644	4.8779
6	4961291	5015822	4.1345	5.0787	4.4342	4.5491
6	5015822	5068177	3.9349	5.1204	3.9181	4.3245
6	5068177	5121147	3.9819	5.2987	3.5413	4.274
6	5121783	5178365	4.3187	5.6334	3.2863	4.4128
6	5178726	5225756	4.8983	5.9917	3.1753	4.6884
6	5225820	5277990	5.7212	6.2213	3.1914	5.0446
6	5277990	5427278	7.0837	6.6632	3.6161	5.7877
6	5427278	5527768	7.534	7.1803	4.7325	6.4823
6	5527768	5586065	7.046	7.6639	5.2086	6.6395
6	5586065	5653154	6.0201	8.5458	5.5039	6.6899
6	5653154	5757186	6.0907	8.8735	5.5575	6.8406
6	5757186	5824862	5.1461	8.1772	5.4948	6.2727
6	5824862	5908540	3.6945	7.0788	5.0482	5.2739
6	5908604	5996980	2.7511	6.6009	4.965	4.7723
6	5996980	6044267	2.2404	5.6738	5.0251	4.3131
6	6044331	6090473	2.0157	4.8135	4.928	3.9191
6	6090474	6136280	1.8907	4.2655	4.9171	3.6911
6	6136280	6192651	1.8654	3.7343	4.9843	3.528
6	6192973	6266258	1.4874	3.1467	5.1409	3.2583
6	6266259	6348097	0.7463	2.576	5.3046	2.8756
6	6348097	6415057	0.2842	2.158	5.3157	2.586
6	6415057	6536331	0.0825	1.8285	5.0195	2.3102
6	6536460	6623817	0.2928	1.6886	4.4077	2.1297
6	6623817	6681679	0.7308	1.7431	3.3141	1.9293
6	6681807	6735639	1.2178	1.8725	2.7996	1.9633
6	6735639	6784421	1.087	1.2346	2.4496	1.5904
6	6784421	6842101	0.7416	0	2.2127	0.9847
6	6842101	6896260	0.615	0	2.0964	0.9038
6	6896260	7022189	0.9744	1.1788	2.2254	1.4595
6	7022189	7162015	2.467	0.6139	2.4489	1.8433
6	7162015	7237221	3.3947	0.1788	2.2623	1.9453
6	7237221	7291781	3.6171	0.0686	2.7545	2.1467
6	7291781	7397981	3.6098	0.0974	3.0039	2.237
6	7397982	7527066	3.9838	0.4369	3.1731	2.5313
6	7527066	7638249	4.2553	1.1463	3.2215	2.8743
6	7638249	7811962	4.694	2.3923	3.184	3.4234
6	7811962	7873291	4.7043	3.1768	3.218	3.6997
6	7873547	7964093	4.563	3.5104	3.0015	3.6916
6	7964093	8074990	4.4679	3.8325	2.9507	3.7504
6	8074990	8167540	4.4974	4.1113	3.0712	3.8933
6	8167540	8224952	4.6013	4.717	2.9845	4.101
6	8224952	8282641	4.7313	5.179	3.0443	4.3182
6	8282698	8350246	4.921	5.5767	3.2399	4.5792
6	8350246	8413578	5.1708	5.878	3.5847	4.8778
6	8413578	8541138	5.9837	6.0901	3.5671	5.2136
6	8541203	8628243	7.0577	6.0535	4.3072	5.8061
6	8628307	8712759	7.2003	5.7875	5.335	6.1076
6	8712887	8840100	7.3108	5.3257	6.4127	6.3498
6	8840100	8900446	6.5601	4.9781	7.9994	6.5125
6	8900446	8985150	6.2264	4.2697	8.9825	6.4928
6	8985150	9035441	5.9973	3.8561	9.1982	6.3505
6	9035441	9094760	5.8785	3.7533	8.8086	6.1468
6	9094824	9168722	5.91	3.5998	7.6855	5.7318
6	9168722	9300683	5.7273	3.0828	6.3946	5.0682
6	9300811	9356690	5.6499	2.2785	5.6599	4.5294
6	9356690	9434438	4.4778	2.306	5.2642	4.016
6	9435175	9496600	3.5212	2.84	4.9345	3.7652
6	9496600	9607511	3.44	2.4742	4.4245	3.4462
6	9607511	9687840	3.705	2.9581	3.2156	3.2929
6	9687840	9792444	3.7077	4.5493	3.4384	3.8985
6	9792508	9962318	4.1707	5.9633	4.3649	4.833
6	9962318	10049803	4.997	7.1588	5.9222	6.026
6	10049803	10110760	5.7677	7.0854	6.2265	6.3599
6	10110760	10192276	6.66	7.2047	6.8804	6.915
6	10192276	10253647	5.8089	6.9097	7.8953	6.8713
6	10253647	10315945	5.5278	6.7973	9.5951	7.3067
6	10315945	10377380	5.3166	6.2687	11.1112	7.5655
6	10377380	10435067	4.987	5.4837	7.584	6.0183
6	10435323	10500882	4.6495	4.8812	5.4507	4.9938
6	10500883	10569171	4.379	4.379	4.4609	4.4063
6	10569235	10639603	4.0914	4.0068	3.4829	3.8603
6	10639668	10690160	3.8545	3.8022	2.7262	3.4609
6	10690224	10777500	3.4424	3.2944	2.0043	2.9137
6	10777500	10899322	2.8549	2.6472	1.1752	2.2258
6	10899322	10976131	2.1859	2.6377	0.6655	1.8297
6	10976131	11064217	1.6903	2.7811	0.4737	1.6484
6	11064217	11149940	1.281	2.6592	0.4846	1.4749
6	11149940	11302635	0.9217	2.5187	0.7532	1.3979
6	11302635	11423541	0.7645	2.3951	0.6093	1.2563
6	11423541	11630855	0.9859	2.3018	0.3621	1.2166
6	11630855	11704215	1.4678	2.1688	0.2329	1.2898
6	11704215	11827797	2.0585	2.0198	0.2005	1.4263
6	11827797	11924971	2.2797	1.9776	0.2115	1.4896
6	11924971	12073122	2.2729	1.7918	0.2898	1.4515
6	12073122	12177051	2.159	1.7512	0.4345	1.4482
6	12177051	12256496	2.2296	1.8255	0.5842	1.5464
6	12256496	12338572	2.2762	1.9641	0.7277	1.656
6	12338572	12412953	2.308	2.1595	0.7451	1.7375
6	12412953	12553668	2.3284	2.2888	0.814	1.8104
6	12553668	12679714	2.3207	2.4115	0.8331	1.8551
6	12679714	12775109	2.3359	2.742	0.8536	1.9772
6	12775109	12919526	2.5168	2.2799	0.8809	1.8925
6	12919526	13000958	2.3768	2.1563	0.9108	1.8146
6	13001531	13148290	2.0663	2.0415	0.9461	1.6847
6	13148290	13227059	1.9059	1.9306	0.9849	1.6072
6	13227059	13353902	1.7889	1.8317	1.0245	1.5484
6	13353902	13472418	1.6644	1.716	1.0671	1.4825
6	13472418	13562020	1.5601	1.6199	1.098	1.426
6	13562020	13603731	1.4949	1.5602	1.1225	1.3926
6	13603731	13683255	1.4353	1.5059	1.1398	1.3604
6	13683255	13791685	1.3437	1.423	1.1687	1.3118
6	13791685	13846958	1.2647	1.352	1.1957	1.2708
6	13846958	13936420	1.1956	1.2903	1.2218	1.2359
6	13936420	14024482	1.1117	1.2158	1.2607	1.196
7	100274	170750	2.145	1.1024	0.5512	1.2662
7	170750	264316	2.2853	1.2466	0.7591	1.4303
7	264316	320891	2.4187	1.3824	0.9527	1.5846
7	320891	395647	2.5399	1.5047	1.125	1.7232
7	395647	455460	2.6679	1.633	1.3042	1.8684
7	455460	529062	2.799	1.7635	1.4806	2.0143
7	529062	624101	2.9555	1.9253	1.691	2.1906
7	624101	720795	3.1455	2.0849	1.9163	2.3822
7	720795	776010	3.3961	2.3163	2.2334	2.6486
7	776010	825706	3.5009	2.4744	2.4528	2.8094
7	825706	906349	3.5429	2.5621	2.5462	2.8837
7	906413	1005407	4.136	3.1356	2.4123	3.228
7	1005535	1076197	3.7448	2.6895	2.4098	2.948
7	1076197	1189111	3.557	2.3742	2.6078	2.8463
7	1189112	1285698	3.507	2.2278	2.802	2.8456
7	1285698	1385076	3.5402	2.2289	2.8668	2.8786
7	1385076	1449416	3.6149	2.3069	3.2011	3.041
7	1449609	1548821	3.5042	2.0148	3.823	3.114
7	1548821	1656839	3.5529	1.7671	4.4937	3.2712
7	1656839	1784839	3.5424	2.0781	5.4099	3.6768
7	1784839	1851937	3.8536	3.222	5.1933	4.0896
7	1851937	1896198	3.5636	4.0422	4.4563	4.0207
7	1896198	1979168	3.5202	4.4402	3.7531	3.9045
7	1979168	2058069	3.9174	5.9604	3.7693	4.5491
7	2058069	2176909	5.1825	6.9833	5.3185	5.8281
7	2183070	2253989	7.0134	8.5891	7.1295	7.5773
7	2253989	2380474	8.1964	7.5622	7.5723	7.777
7	2380474	2458541	8.5612	6.5397	7.9231	7.6747
7	2458650	2515034	8.4411	6.7098	9.4905	8.2138
7	2515098	2569510	7.9223	6.6954	8.8827	7.8335
7	2569510	2647246	6.9534	6.9087	7.9741	7.2787
7	2647246	2795432	5.7006	5.2245	6.2064	5.7105
7	2795433	2894130	4.2724	3.2058	2.8841	3.4541
7	2894130	2983103	3.4788	2.1515	1.63	2.4201
7	2983103	3052510	3.902	1.6421	0.8944	2.1462
7	3052574	3178280	3.9501	1.5327	0.4272	1.97
7	3178468	3307803	3.3606	1.7821	0.4737	1.8721
7	3307803	3382299	2.9565	1.2734	1.0435	1.7578
7	3382299	3432088	2.7723	1.0442	1.6409	1.8191
7	3432088	3498176	2.4669	0.9651	2.3474	1.9264
7	3498176	3565810	1.9575	1.0235	2.3221	1.7677
7	3565810	3647605	1.5232	1.2853	2.4304	1.7463
7	3647605	3810877	1.139	1.9383	1.8462	1.6412
7	3810877	3855905	1.0711	2.1431	1.7681	1.6608
7	3855905	3915901	1.1575	2.2191	1.615	1.6639
7	3915901	4034988	1.4766	2.3759	0.9693	1.6073
7	4035052	4120722	2.0739	2.6238	0.9657	1.8878
7	4120857	4225681	2.9108	2.8017	1.7637	2.4921
7	4225681	4369268	4.421	2.7414	3.8796	3.6806
7	4369268	4448439	4.2135	2.7209	4.455	3.7965
7	4448439	4514593	3.9573	2.8878	5.0489	3.9646
7	4514593	4635801	4.8903	3.3176	5.4058	4.5379
7	4635801	4684270	4.288	3.8791	6.9928	5.0533
7	4684270	4737725	3.8823	4.295	6.5906	4.9226
7	4737789	4798357	3.5132	4.5784	4.7543	4.282
7	4798357	4857975	3.2203	4.6521	4.4855	4.1193
7	4857975	4937213	3.0088	4.8489	4.3554	4.071
7	4937213	4986518	2.924	5.0911	4.0512	4.0221
7	4986518	5082650	2.9134	5.5641	3.4082	3.9619
7	5082714	5139812	2.5201	6.1666	2.6273	3.7713
7	5139812	5196077	2.3406	6.1898	2.1954	3.5752
7	5196077	5271179	2.4758	6.1709	1.8603	3.5023
7	5271179	5404503	3.3465	6.4292	1.697	3.8242
7	5404503	5503759	3.6232	5.9723	1.9928	3.8627
7	5503759	5565171	3.6915	5.8404	2.5126	4.0148
7	5565171	5666536	3.6338	6.2933	3.0049	4.3106
7	5666536	5790611	3.4827	6.1568	3.4124	4.3506
7	5790611	5880836	4.3813	5.1185	3.9622	4.4873
7	5880836	5993638	4.5666	4.7714	4.1285	4.4888
7	5993638	6042624	5.0843	4.5512	4.0131	4.5495
7	6042624	6092895	5.7405	4.4446	3.3478	4.511
7	6093417	6143562	6.7086	4.3561	3.1903	4.7517
7	6143562	6300762	8.7146	4.1383	4.6373	5.8301
7	6300762	6367599	8.3676	3.6109	4.7537	5.5774
7	6367599	6419223	9.5083	3.4234	4.7917	5.9078
7	6419223	6467485	8.6462	3.3593	4.8761	5.6272
7	6467485	6511036	8.6287	3.3747	5.0115	5.6716
7	6511100	6559128	8.7818	3.4626	5.2898	5.8447
7	6559128	6612662	7.3123	3.6153	5.4945	5.474
7	6612999	6662922	6.6232	3.6821	5.539	5.2814
